anchor_token,spearman_r,p_value,n_pairs
 test,-0.07129119957615805,0.0825520160288874,594
 tackles,-0.07116581167350099,0.22139446121158166,297
 safe,-0.07097425590484284,0.03415369052417596,891
 low,-0.07097122392455602,0.22266338552500425,297
 Team,-0.07091775118493192,0.2230129915590445,297
 necessary,-0.07089351666090858,0.06214741641582778,693
 talent,-0.07060121737537127,0.22509050191095556,297
 last,-0.07038897043843824,0.0038634302740267264,1683
 sounds,-0.07036775348465649,0.1179199337408419,495
 lawsuit,-0.07024385033944312,0.11856992856739468,495
 St,-0.07024198587809596,0.01171612140549788,1287
 upon,-0.07018244823708124,0.22786009650243003,297
 menu,-0.07015118663493417,0.08759249605390147,594
 coverage,-0.07007444846351099,0.2285782717831079,297
 chicken,-0.06993476542433061,0.04913256015265244,792
 sources,-0.06989038094125169,0.16510587840524762,396
cm,-0.06986331073318618,0.12058375595395462,495
 Capitol,-0.06957630870594156,0.23191154793822663,297
 Ward,-0.06947223832349131,0.16765519798281472,396
 their,-0.06919954573951369,3.813815016513669e-11,9108
 successful,-0.06919049217071196,0.1693894739672754,396
 terms,-0.06917846766686173,0.1242750898139272,495
 protests,-0.06909366245487539,0.16998858916133106,396
 office,-0.06909039495644867,0.06911208608271259,693
 London,-0.06861730904663703,0.0029061127545540947,1881
 Pro,-0.06857677152331806,0.17321354246469328,396
 chopped,-0.06853353378610019,0.09516668752998056,594
 cancer,-0.06827117770354174,0.04161141455454853,891
 editor,-0.06816407061498118,0.17582097706777502,396
 articles,-0.0680694170145531,0.13043857975247353,495
 deal,-0.06795266774195538,0.07382698449966105,693
 again,-0.06792462909575611,0.09814980689009258,594
 ahead,-0.06785571681617808,0.17778810104546364,396
 called,-0.0678416866529394,0.07430062621586066,693
 reflect,-0.06777488114671729,0.244251787959754,297
 bit,-0.06765677501044794,0.005491430887564828,1683
 be,-0.06764167076943965,2.0152115111178503e-37,35640
ult,-0.06756849297106654,0.24569435062952655,297
 vehicles,-0.06749111017023977,0.18013509186822052,396
 temperature,-0.06738315565036573,0.05802755942166149,792
 old,-0.06737442852892961,0.02619359842782489,1089
 most,-0.06715581315701076,3.516236075675584e-07,5742
 surface,-0.06706340763162849,0.24924971586451614,297
ick,-0.06691746276738175,0.250283671819034,297
 delay,-0.06689824273437446,0.18400024483562755,396
 perspective,-0.06672752867833927,0.1851244648433552,396
known,-0.06672204688366308,0.25167276935350885,297
 one,-0.0666208625029463,1.1095349847612549e-07,6336
 lake,-0.06652993919737868,0.13938276187128099,495
 education,-0.06642112749058637,0.10583518486022707,594
 Police,-0.06613267028026043,0.1890813930985656,396
 restaurant,-0.06600943637534942,0.14251100905608696,495
ge,-0.06583887219764631,0.14354771301797783,495
 cell,-0.06579120842150475,0.1913806349117344,396
 latest,-0.0656638550553229,0.005554809536700586,1782
 pedal,-0.0655785200580473,0.25990865033566973,297
 Dam,-0.06557622983154239,0.2599253290549726,297
 skills,-0.06554289783156567,0.14536034337411127,495
 States,-0.0652503179880169,0.06645198130157935,792
 result,-0.06518090309631329,0.01935792234021512,1287
 officials,-0.06514047942237222,0.19581895009879707,396
 away,-0.06505773940685047,0.040699704646779473,990
out,-0.06492856462950598,0.06780612100674147,792
 become,-0.06486482353442431,0.04130107421363634,990
 let,-0.06452525783507591,0.1161961662270833,594
%,-0.06376633896290473,0.00887857999778259,1683
 mortgage,-0.06365097740319672,0.20626004575705026,396
 destinations,-0.0636504920295933,0.20626351252504965,396
time,-0.06364751332720155,0.07342400300451395,792
 edition,-0.06357761639724206,0.09445636787039643,693
 access,-0.06355981377312546,0.022590807606400178,1287
ter,-0.06342486926337626,0.04603146169035167,990
 Public,-0.06323521000084077,0.1236894874488927,594
 bed,-0.06317841885856186,0.20965527016586616,396
 number,-0.06302859340915037,0.01513130309346626,1485
 including,-0.06279765535571051,0.0011605872319014304,2673
 hospital,-0.06278761558470466,0.2807822621218399,297
 New,-0.0625423234437114,1.1504708545695157e-06,6039
 victory,-0.062494710782009334,0.28303682701564614,297
 Restaurant,-0.0624691743918718,0.21482639321715397,396
 few,-0.062433613087106814,0.00010361571447823316,3861
 includes,-0.06236641852473027,0.10091732861411225,693
AN,-0.06221345605397938,0.21671312331569276,396
 concept,-0.06196375156223129,0.16868421890827484,495
adi,-0.06179570695377929,0.28846644218637085,297
to,-0.06154300121526941,0.10550690848995076,693
 two,-0.06129740042871027,0.0027977002865410307,2376
 man,-0.060791977592498124,0.008357751750468304,1881
 common,-0.06069780262185873,0.2281399195468962,396
 solutions,-0.0606540393026372,0.29748383763718106,297
 email,-0.06056423967014167,0.05678647792502371,990
 not,-0.060558658304794726,8.935980101188545e-12,12672
 cameras,-0.06044268891054272,0.14119415260469603,594
 part,-0.060361743342226194,0.00883001008315156,1881
 really,-0.060294761461807324,0.3003599361450706,297
 mounting,-0.060172100240878046,0.3013460747513429,297
 climate,-0.05999985604198767,0.1826176231485448,495
 Park,-0.05998343107772714,0.05920752616271822,990
!”,-0.05988883314841177,0.30363159711249743,297
including,-0.05985417508843438,0.3039120181697503,297
 Part,-0.05927106701525617,0.3086556509611381,297
 whether,-0.05916973082278363,0.3094849707238226,297
ml,-0.05895411698419295,0.19037541411618586,495
 No,-0.05893855111505926,0.07868754786876907,891
 artist,-0.05883538976329581,0.05225589287724734,1089
 host,-0.05879211715027288,0.15239924307002534,594
 Act,-0.05878248240547996,0.19167145849209083,495
year,-0.05872148675544307,0.019425789597746216,1584
 Our,-0.05871149852963044,0.3132533438233251,297
 ownership,-0.05860349898269885,0.3141458593197048,297
umn,-0.05846005150787894,0.3153338892209929,297
 Art,-0.0583358638556325,0.15561262885442154,594
 securities,-0.05828393619016543,0.3167964842948373,297
 creation,-0.05800568976091872,0.24947742869017506,396
 variety,-0.057980444019506715,0.0836802977146051,891
 any,-0.057968613735228554,0.0010976583057902766,3168
 screw,-0.05780914898479717,0.3207614988607797,297
 m,-0.057614953883850066,0.057342771058826625,1089
 gas,-0.057306940993563274,0.1070626099444985,792
ou,-0.05726818063637284,0.08755545305658473,891
od,-0.05701261065911596,0.3274856499798524,297
 majority,-0.056944181857373585,0.3280675223833848,297
 plan,-0.0568909629364718,0.16612766172863064,594
 video,-0.05671231607859531,0.008113227737418278,2178
onder,-0.05656142830565266,0.2614802800315422,396
m,-0.0563409473028905,0.000765422338761778,3564
 such,-0.05633441056273594,0.0764462664478313,990
 driver,-0.056256150933898505,0.3339551276054091,297
 projects,-0.05624891116609994,0.09335093045213852,891
 job,-0.05620602869009582,0.11398574762096848,792
 foot,-0.05617270663973554,0.21218145883899797,495
ang,-0.05611024903242021,0.2653101093384828,396
 changed,-0.05598187784200943,0.17301129058368897,594
 charity,-0.05586328992215282,0.21471418600385253,495
Click,-0.0556199969562136,0.3394587507247637,297
 try,-0.05536574814841089,0.2188322411267745,495
 library,-0.05524620240877177,0.09934814796064868,891
 various,-0.055197490232036454,0.1206323157712619,792
 happy,-0.05518794553695753,0.27325836651261304,396
.;,-0.05511975324753418,0.27385240896580154,396
 websites,-0.05504303561944202,0.1803412083201415,594
 meet,-0.055035213236496024,0.22159909496826116,495
 Louisiana,-0.055021466646500136,0.2747101573482247,396
 High,-0.05501869184657344,0.10075072467144872,891
 next,-0.055012372568629044,0.06957037973466619,1089
T,-0.05477280776519091,0.024637596381508496,1683
 of,-0.05469564984557661,7.416042689488781e-96,144045
 cities,-0.05441867288137486,0.35000873569179636,297
 customer,-0.05432091071522641,0.280876837302086,396
 meeting,-0.05420004288072628,0.22870127129935008,495
oon,-0.05413056271966237,0.08870386553045334,990
 group,-0.05396234528045912,0.03175003161018145,1584
 signal,-0.05366508409640866,0.35673121172758954,297
 G,-0.05358877985842168,0.012373867667315906,2178
 asked,-0.053477255888358555,0.09262697750047706,990
 offer,-0.05346324180488633,0.0778124712130234,1089
 Paris,-0.053409696156201406,0.359027670595718,297
 content,-0.05320533127876804,0.13464699874965952,792
 very,-0.052603990505248,0.003556700543783939,3069
 Vol,-0.05246461453922807,0.36760603620223586,297
 lights,-0.05230568734520809,0.20302283906817895,594
ory,-0.051837026569144046,0.3034914928412896,396
gb,-0.05180553599904409,0.3736629256378842,297
 Chicago,-0.05177360183144132,0.30408430256172336,396
 why,-0.05171693274214449,0.2507668411888824,495
 hair,-0.0516017546039489,0.37554803020682426,297
 following,-0.05152521942046543,0.0296308021610771,1782
 hunger,-0.05124493985852065,0.30905531954005866,396
Net,-0.051119238986658724,0.2562922891548911,495
 Off,-0.050949426484714434,0.31185722153390116,396
over,-0.05090521949225882,0.2582911626761525,495
 Cardinals,-0.0508698003324851,0.38236712385050564,297
 decision,-0.05080220946402649,0.18161102323729786,693
 elections,-0.05070113795154276,0.38394907163472425,297
 year,-0.05066297731049862,0.0003165740969042855,5049
 night,-0.05064736023927888,0.05942170502231127,1386
 violence,-0.05049461064367027,0.11233574048485404,990
 collect,-0.05014741638282854,0.31954526695238944,396
 racial,-0.05013943075397486,0.22239001962948926,594
 Air,-0.04986636037832621,0.39183727862323103,297
 high,-0.04979223340366448,0.023185012071120184,2079
 fort,-0.04965587668194215,0.27017451914264307,495
 systems,-0.04963554253846857,0.39403552998828384,297
 issues,-0.04956297374475731,0.19251140790071117,693
 Great,-0.049271896490425134,0.23050493183479717,594
 answer,-0.04915807368595504,0.23158501369532758,594
 Free,-0.04900106926546378,0.3307467439728559,396
 lighting,-0.04899197688060782,0.4002037894808547,297
aw,-0.048797902371384365,0.40207517019660444,297
a,-0.048326081121716324,0.0008609514716207145,4752
ott,-0.04827144416512468,0.4071778193871603,297
 wife,-0.04826711070088449,0.09634075146928461,1188
 iPhone,-0.04806328160604508,0.20633519851640758,693
TER,-0.047773376366869715,0.3430202969190931,396
 around,-0.04761972339323483,0.1806420747337985,792
old,-0.04756420544594227,0.13477655226789254,990
 perfect,-0.04753638158740956,0.21135883692936605,693
 change,-0.04729011155950224,0.06847893657968666,1485
 examples,-0.047265141739183524,0.34818502725709094,396
 invest,-0.04724514679133527,0.41723488288005117,297
 legacy,-0.04717062915221242,0.41797073760092546,297
 call,-0.04712682845355516,0.21532416349260974,693
 celebrate,-0.04708875189273005,0.3499889695710534,396
E,-0.04669867437394734,0.10766794132713603,1188
 racing,-0.04651871989913161,0.4244406384853974,297
 non,-0.046509002552562344,0.30174299577521074,495
 Constitution,-0.04645349377190755,0.42509116759421983,297
 Can,-0.046363900542262054,0.35746390351338764,396
 or,-0.04618532677406732,2.4673084747861725e-06,10395
 an,-0.04595724676274308,0.0872098049092404,1386
 favorite,-0.04576049826840543,0.05343630494658324,1782
 event,-0.04563679417112715,0.020588515433969595,2574
 comment,-0.04559968366273967,0.4336598787591986,297
 write,-0.04548742113119766,0.3666351401732733,396
 book,-0.045398446749478134,0.004780528874068493,3861
 also,-0.04532681781041847,0.0002756071082199674,6435
 posts,-0.044959592877551684,0.31815149451527946,495
bons,-0.04489548839674511,0.44080124045695973,297
 n,-0.04481778440304735,0.37373960766882164,396
 activity,-0.04481613287905089,0.31969969789724995,495
 town,-0.04475694730806271,0.27612321728545186,594
 God,-0.04461757168768217,0.4436379912493146,297
8,-0.044568406148415535,0.3223846832036774,495
 Year,-0.044470245384748294,0.16206875312588329,990
 date,-0.04446081733671564,0.08676170487512748,1485
vel,-0.04435727262786662,0.4463042985768488,297
 stir,-0.044143379466494555,0.4485020360166801,297
 minutes,-0.0440849050338562,0.14599124432194927,1089
 ingredients,-0.044011321524596025,0.38240752015280305,396
 City,-0.04398839956192402,0.0901671851804548,1485
 never,-0.043975083030841175,0.16679844594352167,990
 t,-0.043974100166939034,0.10175020969881521,1386
 short,-0.04375529267074051,0.2870240801248364,594
 te,-0.04338175375380211,0.4563771323744023,297
 longer,-0.04333510408233439,0.2545914768152973,693
 coaches,-0.042713183414664825,0.3966153118336172,396
 flow,-0.04248347151837782,0.4657638344776214,297
 levels,-0.042391909759232446,0.4001799566288473,396
 children,-0.04210248875262622,0.09391896292993997,1584
 significant,-0.04197588715744821,0.47111471753684714,297
 cut,-0.04185514467826561,0.4723925174189728,297
 style,-0.041721823692261746,0.27272121606598343,693
 bedroom,-0.041522654169052806,0.4099203600454706,396
 blog,-0.04138222703757669,0.19326745556344724,990
 schools,-0.041341328342644326,0.47785133788587947,297
la,-0.041337052496373095,0.47789690830009945,297
ure,-0.04109593276543246,0.279986592502185,693
 past,-0.040931836752437445,0.11487161396490159,1485
L,-0.04076301958446674,0.129309982573231,1386
 please,-0.04064517875413549,0.10586773105982962,1584
 independent,-0.04046705003109317,0.4872180805729303,297
 years,-0.04027145920644247,0.011262341986342406,3960
 track,-0.04024326087913709,0.4896314459862167,297
 website,-0.04007326332505506,0.08229191018035177,1881
 owners,-0.04006854444741758,0.49152004682239053,297
 released,-0.03998108532107185,0.2932503073938246,693
 process,-0.03949408819009505,0.08682156397840124,1881
oe,-0.039221887036990054,0.19589574838133397,1089
 ginger,-0.038780254278791115,0.5055651529730899,297
 discount,-0.03867828097649613,0.506685788555782,297
 space,-0.0385836849655445,0.15109587305393624,1386
 baking,-0.038459648752219515,0.44534389335197005,396
 best,-0.038137031024916335,0.044671856386585565,2772
 School,-0.03794525424781347,0.143866793301782,1485
 County,-0.037941700277304743,0.21090213749685963,1089
 employees,-0.037907703808561746,0.5151958641598161,297
Y,-0.037873847257600346,0.2587551875242444,891
 father,-0.03784927101261178,0.1923499221899991,1188
 yellow,-0.0377095103239709,0.517396545112006,297
 ],-0.03768516552656245,0.5176671958999128,297
 better,-0.037655676585650756,0.21436550839072904,1089
”,-0.03748639871353683,0.00046589220517774294,8712
 rate,-0.03723789220835352,0.5226526498689754,297
 often,-0.03709536588564318,0.3295085324432745,693
 movement,-0.03707809941176388,0.36701521692399525,594
 damage,-0.03703566658255578,0.36756421003202516,594
 2,-0.03703390276541199,0.021379320379494103,3861
 saying,-0.03685338252046205,0.4132766829952972,495
 quality,-0.03683074397843378,0.09317228333710717,2079
 Package,-0.03667267384636072,0.5289876676244889,297
 child,-0.036587383906233666,0.20760966325680932,1188
 need,-0.036344049685806006,0.02218933448836572,3960
 community,-0.036169583293778236,0.19472087157741239,1287
 located,-0.03616891774844443,0.42201178080403007,495
room,-0.03604925837267035,0.4744014492580165,396
W,-0.035792221760943425,0.3144089196347263,792
 pediatric,-0.03549833154139249,0.48118566951996733,396
 custom,-0.03547145991360476,0.4815179123820487,396
 simple,-0.03536168813343938,0.3896276507272395,594
 certified,-0.03511045557651321,0.546697029256469,297
 Nik,-0.034925318236625445,0.5488149504442426,297
 collection,-0.03479435510939117,0.36041159094897085,693
ск,-0.034600887556303105,0.44242485933697856,495
l,-0.03425963565879691,0.33559195079322,792
P,-0.03418348781244322,0.12837204907809852,1980
 luck,-0.034130077113263164,0.44866218184242646,495
 bet,-0.03403613750777606,0.37097988140569854,693
 users,-0.03400066265028289,0.45038535093515975,495
 Office,-0.03395509496772238,0.40877430109432294,594
 Sh,-0.03388791309285949,0.3730680899918628,693
 least,-0.03382445601429488,0.41058048177509987,594
ear,-0.033793048088290326,0.5618547989009449,297
 over,-0.03364515132093636,0.09423808485052844,2475
 million,-0.032953498811249184,0.32583610272087005,891
of,-0.032876278810935876,0.35548165069655946,792
 Oil,-0.03275520994212882,0.5157346228380036,396
 ligament,-0.03269066548854628,0.5746918748597118,297
 say,-0.03238635711412388,0.22822623881997056,1386
 choice,-0.03216902684633456,0.4751708930404121,495
AC,-0.03207732465668773,0.3388711874119369,891
 study,-0.03203725820175893,0.23328258151190603,1386
 miles,-0.03189857041152342,0.4017926663954699,693
house,-0.03178891156902381,0.5852942331448492,297
 cost,-0.03160798189584432,0.23960833067600126,1386
 works,-0.031422384835465444,0.4088599203315399,693
 income,-0.03129641117277308,0.5911227091306025,297
 IMF,-0.031170484116222225,0.5926172389149723,297
 authentic,-0.03086385681480775,0.5962635479321657,297
 phone,-0.03083168787793534,0.3093823637805412,1089
 room,-0.030824714367209332,0.2062567037689101,1683
 Age,-0.030746883942357434,0.5976572245203269,297
 Committee,-0.030660991535295366,0.5986815287773216,297
 quarterback,-0.030605492206040894,0.5436793086242563,396
 fraud,-0.03051978425253046,0.45782210233367737,594
com,-0.03031397350212643,0.05646235116808717,3960
 Lord,-0.02990316735897353,0.6077530237812642,297
',-0.02984653690298381,0.13769566271023154,2475
CS,-0.02981528061908522,0.608809003221914,297
http,-0.02979292346411622,0.5544341482316109,396
 Joshua,-0.0297064658815418,0.6101175619364222,297
'.,-0.029391344618525297,0.5597872981974918,396
 country,-0.029035704875502902,0.22053604651364667,1782
 celebrations,-0.02894130203559427,0.619353942675809,297
 trout,-0.02891720783409116,0.4817840255652799,594
 $,-0.028904439368650264,0.024691374753708813,6039
 Lake,-0.028831784148655806,0.5672877656937794,396
 found,-0.028803979497392804,0.2001400724121803,1980
now,-0.02867865135658204,0.6225383628719938,297
 Services,-0.028659246635885906,0.42056912931932366,792
cl,-0.028646846887094467,0.5248603311042206,495
 gift,-0.02821480998891871,0.35226515678129555,1089
h,-0.028090905698767238,0.313946974134528,1287
 state,-0.02807908332903461,0.4945816827272019,594
 public,-0.02803075910410726,0.3783036839618972,990
bury,-0.02773239137315065,0.6340690032210233,297
 Wedding,-0.027665465303577,0.5830737001467646,396
 power,-0.02754845549722002,0.41146828384359674,891
 even,-0.02728368878371891,0.36838897492767864,1089
ush,-0.026916757142032125,0.4493822431465207,792
 kind,-0.026915972142531032,0.6440891310575593,297
IC,-0.02681608545197003,0.5516971496424149,495
 thousands,-0.02680680024715209,0.5518349541955887,495
""")",-0.026776739120796072,0.6458044821919052,297
ice,-0.026752611205270997,0.3375672260410997,1287
 program,-0.02665139837943255,0.19406443071250523,2376
 so,-0.026645054902292964,0.10225354092143589,3762
 Angeles,-0.026582365869725375,0.5979134753707632,396
ore,-0.02653056515061076,0.48562994804679377,693
 NFL,-0.02650676632724603,0.5562968992595428,495
 court,-0.026382173987343924,0.4584408984075516,792
with,-0.02625075365649449,0.6523014909397824,297
),-0.025604776593011528,0.00010056060104790813,23067
 movie,-0.025546327202820195,0.5019658271700674,693
 set,-0.02552143252471012,0.34239925148460276,1386
 opportunities,-0.025215071355885615,0.5757041409081889,495
 tsp,-0.02505571183277002,0.5422129024029876,594
 heating,-0.02502368673643604,0.619563778118565,396
 Room,-0.024985384930763053,0.6680385632812547,297
ists,-0.024706572278606773,0.43744757978198007,990
 tears,-0.02469502108840642,0.6716706374554903,297
 D,-0.024647654280095816,0.27298018547240877,1980
 approach,-0.02463841009108714,0.6249673865469627,396
 weapon,-0.02462369574123612,0.5492007313458344,594
 rules,-0.02446680730188446,0.4657515639515465,891
 shot,-0.024338184940816725,0.6291921107418889,396
eb,-0.02427253619885651,0.6769690058404514,297
 launch,-0.024182506507375266,0.5250726251718788,693
 Korea,-0.02403448928658411,0.679961385328846,297
eral,-0.02362156483407369,0.6851639612022041,297
 research,-0.023324169887472528,0.38557469301082703,1386
 budget,-0.023308242289774624,0.38589932322043535,1386
 Theatre,-0.02330387892754296,0.6891767456568794,297
 E,-0.023236169772653182,0.48849108772956606,891
ments,-0.023230417194210432,0.4653271593969584,990
 Crus,-0.023039260018758456,0.5752017881749248,594
sc,-0.02302915455132074,0.6926539037318791,297
 position,-0.02290641606624984,0.6495045393069988,396
 etc,-0.022796788924192065,0.6510708172108585,396
 peaceful,-0.022788350628242433,0.6511914415728562,396
 percent,-0.02277833561481912,0.4971008958326428,891
 sulph,-0.022527430879126443,0.6549257325982861,396
 baby,-0.02249221381563426,0.6554304221400159,396
 winners,-0.022187909497796976,0.65979786446815,396
 report,-0.022116688169693012,0.48699814095920796,990
 combustion,-0.022066920311320015,0.6615375524506267,396
rad,-0.02197336363827992,0.6257627825089999,495
 ad,-0.021915195457612745,0.6637217595567938,396
 told,-0.021807267762405273,0.6652772054289118,396
 different,-0.02154471725917073,0.24848619325312218,2871
 drink,-0.021541556971216656,0.7115927050843146,297
 advertising,-0.02150316428886942,0.6331763751961793,495
D,-0.02134067208207034,0.3087305921931132,2277
 mention,-0.021195633217290337,0.6741190018743822,396
 materials,-0.021036465367970138,0.7180642743094445,297
 {#,-0.020916869615146345,0.7195995862301747,297
 deadly,-0.020906124445172525,0.7197375827018452,297
 purchase,-0.020799772922450412,0.5588865228829616,792
 Board,-0.020768280529365808,0.6803236266251496,396
 masculine,-0.02065075962726388,0.7230198091006088,297
 colorful,-0.020627994235450253,0.7233126619930977,297
 president,-0.020571231906907118,0.5632151186986293,792
 journey,-0.020314553136148182,0.5934327769365634,693
 efforts,-0.020285569646833892,0.6217217901475396,594
 married,-0.02018674687620444,0.7289967626176185,297
dy,-0.02014788231702596,0.6893694300064397,396
as,-0.019992451130301795,0.38616518189097215,1881
rated,-0.01995061644743977,0.7320446913488385,297
css,-0.019913184435506593,0.7325282448421834,297
 Rec,-0.019459719937828954,0.7383945226374793,297
 file,-0.019282431001948357,0.5654138939005724,891
uel,-0.019148773655116986,0.7424259025725157,297
 available,-0.01905458203375323,0.4485510145625731,1584
et,-0.01894654893424086,0.5722070091589936,891
 asylum,-0.01884573238718585,0.7463615713728221,297
wich,-0.01881494343754771,0.676250773989066,495
 www,-0.018792497185291374,0.7092848490949218,396
 install,-0.01872092994066235,0.7103420914745646,396
 format,-0.018528937236163983,0.7504829127751209,297
 Region,-0.018508846174463172,0.7507445275750809,297
 insurance,-0.018444352756931376,0.6537064094117728,594
que,-0.018284231714763656,0.6565192903797077,594
o,-0.018238723529138592,0.3741973253700489,2376
 wearing,-0.018224475084829436,0.7176912716826291,396
 East,-0.018215745777307522,0.7545643484853203,297
 music,-0.018099834287992944,0.4094554947735359,2079
STAR,-0.018076731924388165,0.7563781385705289,297
eng,-0.017982432706935295,0.7212838124984112,396
 city,-0.01790796656952424,0.44995358527893003,1782
 Korean,-0.017871545248211666,0.7590577611420486,297
 cleaning,-0.01772190151331587,0.5972974076643778,891
 Street,-0.017582094579817867,0.4983932190216527,1485
 Hot,-0.017498181332223726,0.6229297838568293,792
 Get,-0.01744454960902159,0.7646432869293825,297
 Know,-0.017268059504831935,0.7319224856695161,396
 review,-0.017165080191750892,0.5895804877947893,990
ary,-0.0169955962893932,0.7359937862315823,396
 gold,-0.016870992998216525,0.7378581515700235,396
orts,-0.016723439818590292,0.7741036903646895,297
 wait,-0.016718708101311035,0.7105978313143452,495
ky,-0.01654659024125099,0.7764289858679377,297
ocon,-0.016067536975029228,0.721391747036734,495
 details,-0.01595215820956246,0.6750645352241291,693
 sale,-0.015858384398940384,0.6011422925659653,1089
 pendant,-0.015850962883059143,0.7855945693856956,297
 NBA,-0.015773284236286347,0.6785034164208263,693
 Obama,-0.015561868935712934,0.7575367821042266,396
 Price,-0.01508014343001387,0.7957854826235173,297
 project,-0.015067226737217708,0.4628904984055514,2376
 action,-0.01495185444062592,0.6943805064447113,693
 service,-0.014951681572510131,0.4757769162506975,2277
 Williams,-0.014910245140816484,0.7980364231348981,297
 Edition,-0.014840842026611975,0.7989564098076066,297
 OF,-0.014807206314780401,0.6254766091095675,1089
F,-0.014750452919413098,0.5574528447758558,1584
 reform,-0.014481443518680826,0.7246744536830146,594
 restaurants,-0.014267403276813846,0.7515142929960653,495
 administration,-0.014230846555999826,0.7521301226428355,495
 author,-0.01414640729797339,0.7100797515614008,693
 fans,-0.014042855089584248,0.7121072291193373,693
 Media,-0.013900046511853037,0.6622394859549763,990
 dream,-0.01379219364629821,0.8128900797656882,297
C,-0.01375481791295387,0.49398765471468253,2475
 bedrooms,-0.013751833711622745,0.8134275628977926,297
ent,-0.013676472961160605,0.7192969585180219,693
 card,-0.01365947685331831,0.5989168628902121,1485
 ::,-0.013553995360809212,0.7416577523638438,594
 violation,-0.013426574740608783,0.8177622868560447,297
 victim,-0.013403876152650205,0.8180649994609649,297
 much,-0.013277445852016616,0.4412592171427947,3366
 sex,-0.013033201972618152,0.7959835798558728,396
 links,-0.012733561715684188,0.8270164197293967,297
 programs,-0.012513863883452983,0.6799734213830785,1089
 Prix,-0.012375348978501111,0.8318092773855735,297
 University,-0.012351290212486633,0.49398085766124,3069
 facilities,-0.012299269151979656,0.7648339126249396,594
 F,-0.012147735407102565,0.6757458979648938,1188
 than,-0.012000860541237075,0.30769309154300306,7227
 positive,-0.01196963818426934,0.812308996777601,396
 Hotel,-0.011893075140776331,0.7918226213396341,495
 round,-0.011781875047903909,0.8397635394710764,297
ite,-0.011732902063289283,0.6989380261076126,1089
ise,-0.011641669083573189,0.7770664254512779,594
K,-0.01150130409576202,0.84352972734365,297
S,-0.011353994243264196,0.5295069022126008,3069
 dish,-0.011352862535229904,0.8218141960237092,396
ill,-0.01128277016248912,0.7837661196337181,594
 professional,-0.01126284178379229,0.8467334826741897,297
 open,-0.011252670608118211,0.6648127601285215,1485
 shelf,-0.011236133642751707,0.8236160997155337,396
i,-0.011115073963707721,0.5382066025554345,3069
 lives,-0.010679405039703585,0.7950652310599052,594
etary,-0.010416329496478163,0.8362967257526389,396
 worry,-0.010062382005102753,0.8628989895564289,297
 Club,-0.009992806055997372,0.7788750567028675,792
en,-0.009987936855047065,0.6822059852298819,1683
order,-0.009782040702082759,0.7971382804426093,693
 game,-0.009704402706230063,0.6032278481290669,2871
 resources,-0.009511740080395849,0.8503380172019668,396
 count,-0.009347931665661545,0.8725474805092586,297
 doctrine,-0.00926151459639317,0.8737158328628531,297
 chance,-0.009191007748719058,0.7841086237672157,891
 ref,-0.009176489826895087,0.8748656288911673,297
 Institute,-0.009140634885923952,0.8753505767645419,297
 wet,-0.008988668734392326,0.8269493223858503,594
 career,-0.008895784420537905,0.8151694062323606,693
 hand,-0.008819667376292143,0.7816578988712093,990
iled,-0.008633330794908871,0.8822169106834147,297
 top,-0.008622123449494245,0.7398998867077482,1485
last,-0.008539393678164508,0.8834893272130763,297
 delicious,-0.008500988705422671,0.8503590702483741,495
us,-0.008438862454707347,0.7371700192105765,1584
any,-0.00843220378954936,0.8375085305546695,594
H,-0.00837723549985333,0.7923539030137748,990
 field,-0.008114301878132606,0.7469258549091307,1584
 lineup,-0.008040085337670972,0.8902576047956539,297
 union,-0.00802421019590529,0.8329976601239656,693
 milk,-0.008016530752748883,0.890577094988316,297
it,-0.007966583240545597,0.8023167043388272,990
 ‘,-0.007806948188605299,0.7715200135381526,1386
ft,-0.007692958982064889,0.864438164514365,495
 Racing,-0.007602410581366526,0.8660186407503773,495
 ski,-0.007497112200991191,0.8976267977353933,297
 Russian,-0.007477206167994325,0.8978971319578856,297
 announces,-0.007428272763739781,0.8985617229449818,297
ler,-0.0072222332283891355,0.9013608282911827,297
wear,-0.007130983540183143,0.9026008731785125,297
 hotel,-0.007020153940996453,0.8342473383126693,891
 billion,-0.007001827241780471,0.904356456450102,297
 Google,-0.0069821717469205295,0.8651564836815847,594
 campus,-0.006980185712523733,0.8898717190718,396
ters,-0.006956790691253037,0.8549483762201596,693
ock,-0.0069007577591605135,0.8911170521068734,396
 Digital,-0.00688080302250832,0.9060019251821803,297
 favourite,-0.006786496586193012,0.9072844124813739,297
ac,-0.006724873978589608,0.8501257730047617,792
 parts,-0.006587964189067148,0.862560050553451,693
 force,-0.006403053951035845,0.8870008205258793,495
 organized,-0.006301887682756698,0.9005150046646802,396
-,-0.00576139943512813,0.09217706492840168,85437
ap,-0.005580762975451707,0.8607856636702077,990
 discuss,-0.005558715772421039,0.8924590180362707,594
t,-0.005548997823313311,0.6441849127751864,6930
 known,-0.005429171622432757,0.851712627140235,1188
 table,-0.005360100224690648,0.8962794436173094,594
 services,-0.005246403973429581,0.7982604045959991,2376
ams,-0.005172202930884936,0.8998959116989801,594
 show,-0.005150253459339783,0.7790473561444233,2970
 Tigers,-0.004962950767639933,0.9122981850114091,495
ash,-0.004944056184147859,0.8540939251313466,1386
 words,-0.0046332203923118665,0.9030974089769502,693
 version,-0.004617427524896863,0.8588903330076197,1485
